,Url,Description,Title,Modified,Geography
201,https://www.mercer.com/newsroom/Mercer-ranked-1st-in-global-ocio-assets-by-ai-cio-magazine.html,Mercer announced today its global investments business has been ranked as the largest outsourced chief investment officer (“OCIO”) provider in a 2020 survey by Chief Investment Officer magazine (“ai-CIO”).,Mercer Ranked 1st in Global OCIO Assets by ai-CIO Magazine,2021-06-15T22:30:47Z,"['north-america/united-states', 'global']"
202,https://www.mercer.us/mercer-careers/recent-graduates.html,Think. Consult. Change lives. This is the place for recent grads to browse internship and job opportunities and find out about life at Mercer.,Recent Grads: Start Your Own Tomorrow—Today | Mercer Career,2021-08-26T17:15:31Z,['north-america/united-states']
203,https://www.mercer.us/events/2021-not-for-profit-summit/speakers.html,Join us for our dedicated Not-For-Profit (NFP) live virtual exchange – an investment conference for non-for-profit investment organisations.,2021 Not-For-Profit Exchange Forum - Speakers,2021-09-14T21:05:06Z,['north-america/united-states']
204,https://www.mercer.us/our-thinking/bridge-the-gap-diversity-and-inclusion.html,Real change requires real actions — the data shows us that empathy is not enough.,It’s Time to Bridge the ‘Say/Do’ Gap in Diversity and Inclusion,2021-08-23T17:03:51Z,['north-america/united-states']
205,https://www.africa.mercer.com/events/mercer-annual-naspp-conference-exhibition.html,Please join Mercer at this year’s NASPP (National Association of Stock Plan Professionals) Conference. This is the premier event for stock plan professionals.,The 23rd Annual NASPP Conference and Exhibition,2021-08-24T15:36:24Z,"['north-america/united-states/california/san-diego', 'middle-east-and-africa/south-africa']"
206,https://www.africa.mercer.com/events/mergers-and-acquisitions-ready-executive-development-program.html,Mercer's acclaimed M&A Ready™ Executive Development Program consists of an intensive and highly interactive two-day session covering every deal phase. ,M&A Ready Executive Development Program,2021-08-24T15:17:41Z,"['north-america/united-states/california/san-francisco', 'middle-east-and-africa/south-africa']"
207,https://www.mercer.us/our-thinking/healthcare/six-strategic-considerations-for-your-2023-planning.html,We asked a number of Mercer experts to each pick one burning issue for employers in 2023 and beyond – and to offer some advice on how to address it.,Six Strategic Considerations for Your 2023 Planning,2021-12-23T21:55:56Z,['north-america/united-states']
208,https://www.mercer.us/newsroom/global-pension-index-2021.html,"US retirement system slips in global ranking, according to Mercer CFA Institute Global Pension Index","US retirement system slips in global ranking, according to Mercer CFA Institute Global Pension Index",2021-10-18T18:03:11Z,['north-america/united-states']
209,https://www.mercer.us/our-thinking/career/what-are-the-skills-needed-to-create-a-culture-of-lifelong-learning.html,Organizations are adopting ways to express their needs for a growth or agile mindset where a set of skills will help employees drive continuous learning and change.,What are the skills needed to create a culture of lifelong learning,2021-09-24T19:25:48Z,['north-america/united-states']
210,https://www.mercer.com/newsroom/june-2021-pension-funded-status-decreased-by-1-percent.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies decreased by 1 percent in June 2021 to 94 percent as a result of a decrease in discount rates partially offset by an increase in US equity markets.,S&P 1500 Pension Funded Status Decreased by 1 Percent in May,2021-07-06T21:10:50Z,"['north-america/united-states', 'north-america/united-states/new-york', 'global']"
211,https://www.africa.mercer.com/our-thinking/managing-novel-coronavirus/leading-during-a-pandemic-four-critical-questions-for-senior-leaders-to-consider.html,Learn what senior leadership must do to strike balance for themselves and their organization and make it through these uncertain times.,Leading During a Pandemic: Four Critical Questions for Senior Leaders to Consider,2021-06-16T06:36:17Z,"['north-america/united-states', 'middle-east-and-africa/south-africa']"
212,https://www.mercer.us/accessibility-statement.html,"At Mercer, we believe in building a better future for everyone and that includes an inclusive digital experience. To ensure an optimal experience for everyone, Mercer strives to conform with the Web Content Accessibility Guidelines (WCAG) 2.1 Level",Mercer accessibility statement,2021-06-22T17:26:50Z,['north-america/united-states']
213,https://www.mercer.us/our-thinking/career/characterizing-compensation-philosophies.html,Learn how pay equity analysis can provide critical insights to optimize rewards programs.,Characterizing Compensation Philosophies,2021-07-09T18:43:16Z,['north-america/united-states']
214,https://www.mercer.com/newsroom/covid-19-political-unrest-market-volatility-increase-the-importance-of-private-markets-in-2021-and-beyond.html,"New strategic research from Mercer focuses on what the coming year holds for alternatives, outlining some of the issues investors may want to follow closely in an effort to optimize their portfolios.","COVID-19, political unrest, market volatility increase the importance of private markets in 2021 and",2021-06-15T22:34:21Z,"['north-america/united-states', 'north-america/united-states/new-york', 'global']"
215,https://www.mercer.us/our-thinking/career/from-reference-points-to-bands-which-is-best-for-my-organization.html,Different types of pay management structures have different characteristics and work for different types of organizations. Rebecca Adractas and Andre Rooks provide their expert opinions.,From reference Points to Bands- Which is Best for my Organization?,2021-06-09T17:33:25Z,['north-america/united-states']
216,https://www.mercer.us/our-thinking/career/womens-suffrage-breaking-barriers.html,The US reaches 100 years of female voting rights — but where does female leadership stand today?,When Women Thrive - Women’s suffrage:Breaking barriers,2021-09-08T02:46:44Z,['north-america/united-states']
217,https://www.mercer.us/what-we-do/mergers-and-acquisitions/strategy-and-readiness.html,"Driving growth is becoming harder to achieve. Increasingly, deals serve as strategic tools for capturing inorganic growth. Leaders of high-performing organizations recognize preparation is essential for driving deal value.",M&A - Strategy and Readiness,2022-05-17T14:00:11Z,['north-america/united-states']
218,https://www.mercer.com/newsroom/leading-companies-use-skills-as-the-new-currency-for-workforce-transformation.html,"Mercer has launched its Skills-Edge Suite, an integrated service offering of consulting, technology and data that helps companies advance skills-based talent and pay practices.",Companies Use Skills as the New Currency for Workforce Transformation,2021-06-15T22:35:05Z,"['north-america/united-states/new-york', 'global', 'north-america/united-states']"
219,https://africa.mercer.com/what-we-do/workforce-and-careers/mercer-skills-edge.html,"Get the insights you need to advance skills-based talent and pay practices in your organization with Mercer’s comprehensive suite of consulting, data, and technology services and applications",Mercer Skills Edge,2022-06-03T08:18:32Z,['north-america/united-states']
220,https://www.mercer.us/our-thinking/career/aligning-purpose-pay-and-performance.html,"How future-focused companies are writing the rules on executive rewards, pay, and performance.","Aligning purpose, pay and performance",2021-12-30T18:34:35Z,['north-america/united-states']
221,https://www.mercer.us/newsroom/s-and-p-1500-pension-funded-status-increased-by-1-percent-in-may.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies increased by 1 percent in May 2022 at 102 percent as a result of an increase in discount rates and equity markets.,S&P 1500 Pension Funded Status Increased by 1 Percent in May,2022-06-07T13:15:28Z,['north-america/united-states']
222,https://www.mercer.us/newsroom/s-p-1500-pension-funded-status-remained-level-in-january.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies remained level in January 2022 at 97 percent as a result of a decrease in equity markets offset by an increase in discount rates.,S&P 1500 Pension Funded Status Remained Level in January,2022-02-03T15:27:28Z,['north-america/united-states']
223,https://www.mercer.us/about-mercer/inclusion-diversity.html,"Mercer believes that a diverse and inclusive workforce makes us stronger. Learn about our approach, strategy and actions, and commitments to D&I.",Inclusion and Diversity,2022-04-13T13:19:13Z,['north-america/united-states']
224,https://www.mercer.us/what-we-do/wealth-and-investments/us-investment-solutions.html,"Our investment solutions help you invest with confidence, navigate uncertainty and explore potential opportunities in all market conditions.",Investment Solutions & OCIO services,2022-03-28T15:25:30Z,['north-america/united-states']
